Estimate,SE,dfcom,LCI,UCI,term,exposure,modifier,exposure_value,modifier_value,outcome
0,0,1230606,0,0,Contrast 2,COHORThistorical,t,1,0,bmi
0.27286861659085054,0.035650668043770116,1230606,0.20299330722506112,0.34274392595663994,Contrast 2,COHORTexposed,t,1,0,bmi
0.20531170024617904,0.027708956953960407,1230606,0.15100214461641664,0.2596212558759414,Contrast 2,COHORTunexposed,t,1,0,bmi
0.02944061255748508,0.00747909244558361,1230606,0.014781591364141205,0.044099633750828954,Contrast 2,COHORThistorical,t,1,100,bmi
0.24449772202678877,0.026553552169900727,1230606,0.19245275977378334,0.2965426842797942,Contrast 2,COHORTexposed,t,1,100,bmi
0.14164129579851842,0.02240652970940886,1230606,0.09772449756807705,0.18555809402895979,Contrast 2,COHORTunexposed,t,1,100,bmi
